Date,Datasource,Campaign,Clicks,Impressions
02.03.2019,Google Adwords,New General Campaign - GRE - Desktop,10,226
02.03.2019,Google Adwords,New General Campaign - GRE - Mobile,10,155
02.03.2019,Google Adwords,New General Campaign - HKG - Desktop,2,136
02.03.2019,Google Adwords,New General Campaign - HKG - Mobile,1,46
02.03.2019,Google Adwords,New General Campaign - HUN - Desktop,3,290
02.03.2019,Google Adwords,New General Campaign - HUN - Mobile,5,52
02.03.2019,Google Adwords,New General Campaign - IND - Desktop,52,1191
02.03.2019,Google Adwords,New General Campaign - IND - Mobile,303,2615
02.03.2019,Google Adwords,New General Campaign - IRE - Mobile,3,68
02.03.2019,Google Adwords,New General Campaign - ISR - Desktop,8,90
02.03.2019,Google Adwords,New General Campaign - ISR - Mobile,7,150
02.03.2019,Google Adwords,New General Campaign - ITA - Desktop,32,894
02.03.2019,Google Adwords,New General Campaign - ITA - Mobile,38,482
02.03.2019,Google Adwords,New General Campaign - Latin - Desktop,23,880
02.03.2019,Google Adwords,New General Campaign - Latin - Mobile,12,460
02.03.2019,Google Adwords,New General Campaign - MAL - Desktop,5,98
02.03.2019,Google Adwords,New General Campaign - MAL - Mobile,16,318
02.03.2019,Google Adwords,New General Campaign - NEL - Desktop,2,70
02.03.2019,Google Adwords,New General Campaign - NEL - Mobile,6,86
02.03.2019,Google Adwords,New General Campaign - NOR - Mobile,7,174
02.03.2019,Google Adwords,New General Campaign - NZE - Mobile,1,19
02.03.2019,Google Adwords,New General Campaign - OMA - Desktop,3,20
02.03.2019,Google Adwords,New General Campaign - OMA - Mobile,3,45
02.03.2019,Google Adwords,New General Campaign - POL - Desktop,4,157
02.03.2019,Google Adwords,New General Campaign - POL - Mobile,4,65
02.03.2019,Google Adwords,New General Campaign - POR - Desktop,2,230
02.03.2019,Google Adwords,New General Campaign - POR - Mobile,5,555
02.03.2019,Google Adwords,New General Campaign - Rest - Desktop,78,1314
02.03.2019,Google Adwords,New General Campaign - Rest - Mobile,103,1382
02.03.2019,Google Adwords,New General Campaign - ROM - Desktop,11,335
02.03.2019,Google Adwords,New General Campaign - ROM - Mobile,23,370
02.03.2019,Google Adwords,New General Campaign - RUS - Desktop,2,626
02.03.2019,Google Adwords,New General Campaign - RUS - Mobile,9,169
02.03.2019,Google Adwords,New General Campaign - SAU - Desktop,20,358
02.03.2019,Google Adwords,New General Campaign - SAU - Mobile,40,494
02.03.2019,Google Adwords,New General Campaign - SKO - Desktop,1,28
02.03.2019,Google Adwords,New General Campaign - SLO - Desktop,2,66
02.03.2019,Google Adwords,New General Campaign - SLO - Mobile,2,61
02.03.2019,Google Adwords,New General Campaign - SWE - Desktop,7,105
02.03.2019,Google Adwords,New General Campaign - SWE - Mobile,4,85
02.03.2019,Google Adwords,New General Campaign - TAW - Desktop,2,149
02.03.2019,Google Adwords,New General Campaign - TAW - Mobile,10,234
02.03.2019,Google Adwords,New General Campaign - UAE - Desktop,18,205
02.03.2019,Google Adwords,New General Campaign - UAE - Mobile,13,300
02.03.2019,Google Adwords,New General Campaign - UK - Desktop,23,941
02.03.2019,Google Adwords,New General Campaign - UK - Mobile,24,403
02.03.2019,Google Adwords,New General Campaign - USA - Desktop,40,1471
02.03.2019,Google Adwords,New General Campaign - USA - Mobile,63,1667
02.03.2019,Google Adwords,YouTube TrueView - Prio 1 - Views,6,1445
02.03.2019,Google Adwords,YouTube TrueView - Prio 2 - Views,12,2193
02.03.2019,Google Analytics,B2B - Leads,10,507
02.03.2019,Google Analytics,B2B - Selected Countries,52,8469
02.03.2019,Google Analytics,GDN Prospecting - App - Prio 1,24,7589
02.03.2019,Google Analytics,GDN Prospecting - App - Prio 2,2354,221646
02.03.2019,Google Analytics,GDN Prospecting - Desktop - India,411,339035
02.03.2019,Google Analytics,GDN Prospecting - Desktop - Prio 1,3,730
02.03.2019,Google Analytics,GDN Prospecting - Desktop - Prio 2,353,376534
02.03.2019,Google Analytics,GDN Prospecting - Desktop - Prio 3,679,377014
02.03.2019,Google Analytics,GDN Prospecting - Interstitials - Prio 1,49,12143
02.03.2019,Google Analytics,GDN Prospecting - Interstitials - Prio 2,940,143615
02.03.2019,Google Analytics,GDN Prospecting - Mobile - Prio 1,98,29750
02.03.2019,Google Analytics,GDN Prospecting - Mobile - Prio 2,445,35182
02.03.2019,Google Analytics,GDN RMKT - App - Prio 1,47,5538
02.03.2019,Google Analytics,GDN RMKT - App - Prio 2,130,13082
02.03.2019,Google Analytics,GDN RMKT - Desktop - India,11,4469
02.03.2019,Google Analytics,GDN RMKT - Desktop - Prio 1,16,4347
02.03.2019,Google Analytics,GDN RMKT - Desktop - Prio 2,19,7661
02.03.2019,Google Analytics,GDN RMKT - Desktop - Prio 3,27,7889
02.03.2019,Google Analytics,GDN RMKT - Interstitials - Prio 1,20,1895
02.03.2019,Google Analytics,GDN RMKT - Interstitials - Prio 2,121,10554
02.03.2019,Google Analytics,GDN RMKT - Mobile - Prio 1,37,5586
02.03.2019,Google Analytics,GDN RMKT - Mobile - Prio 2,171,16100
02.03.2019,Google Analytics,GDN - Smart Display - Prio 1,97,12856
02.03.2019,Google Analytics,GDN - Smart Display - Prio 2,95,15722
02.03.2019,Google Analytics,New General Campaign - Africa - Desktop,9,265
02.03.2019,Google Analytics,New General Campaign - Africa - Mobile,74,914
02.03.2019,Google Analytics,New General Campaign - Arab - Desktop,4,67
02.03.2019,Google Analytics,New General Campaign - Arab - Mobile,5,92
02.03.2019,Google Analytics,New General Campaign - Asia - Desktop,3,109
02.03.2019,Google Analytics,New General Campaign - Asia - Mobile,1,74
02.03.2019,Google Analytics,New General Campaign - AUS - Desktop,9,287
02.03.2019,Google Analytics,New General Campaign - AUS - Mobile,6,147
02.03.2019,Google Analytics,New General Campaign - AUT - Desktop,6,244
02.03.2019,Google Analytics,New General Campaign - AUT - Mobile,16,319
02.03.2019,Google Analytics,New General Campaign - BEL - Desktop,1,75
02.03.2019,Google Analytics,New General Campaign - BEL - Mobile,4,28
02.03.2019,Google Analytics,New General Campaign - BUL - Desktop,6,145
02.03.2019,Google Analytics,New General Campaign - BUL - Mobile,3,154
02.03.2019,Google Analytics,New General Campaign - CAN - Desktop,11,350
02.03.2019,Google Analytics,New General Campaign - CAN - Mobile,21,773
02.03.2019,Google Analytics,New General Campaign - CH - Desktop,1,126
02.03.2019,Google Analytics,New General Campaign - CH - Mobile,3,81
02.03.2019,Google Analytics,New General Campaign - CRO - Desktop,4,143
02.03.2019,Google Analytics,New General Campaign - CRO - Mobile,5,133
02.03.2019,Google Analytics,New General Campaign - CZE - Desktop,7,207
02.03.2019,Google Analytics,New General Campaign - CZE - Mobile,9,109
02.03.2019,Google Analytics,New General Campaign - DEN - Desktop,1,66
02.03.2019,Google Analytics,New General Campaign - DEN - Mobile,3,23
02.03.2019,Google Analytics,New General Campaign - ESP - Desktop,7,427
02.03.2019,Google Analytics,New General Campaign - ESP - Mobile,8,211
02.03.2019,Google Analytics,New General Campaign - Europe - Desktop,41,1337
02.03.2019,Google Analytics,New General Campaign - Europe - Mobile,34,508
02.03.2019,Google Analytics,New General Campaign - FIN - Mobile,1,71
02.03.2019,Google Analytics,New General Campaign - FRA - Desktop,12,516
02.03.2019,Google Analytics,New General Campaign - FRA - Mobile,17,320
02.03.2019,Google Analytics,New General Campaign - GER - Desktop,87,2529
02.03.2019,Google Analytics,New General Campaign - GRE - Desktop,10,226
02.03.2019,Google Analytics,New General Campaign - GRE - Mobile,10,155
02.03.2019,Google Analytics,New General Campaign - HKG - Desktop,2,136
02.03.2019,Google Analytics,New General Campaign - HKG - Mobile,1,46
02.03.2019,Google Analytics,New General Campaign - HUN - Desktop,3,290
02.03.2019,Google Analytics,New General Campaign - HUN - Mobile,5,52
02.03.2019,Google Analytics,New General Campaign - IND - Desktop,52,1191
02.03.2019,Google Analytics,New General Campaign - IND - Mobile,303,2615
02.03.2019,Google Analytics,New General Campaign - IRE - Mobile,3,68
02.03.2019,Google Analytics,New General Campaign - ISR - Desktop,8,90
02.03.2019,Google Analytics,New General Campaign - ISR - Mobile,7,150
02.03.2019,Google Analytics,New General Campaign - ITA - Desktop,32,894
02.03.2019,Google Analytics,New General Campaign - ITA - Mobile,38,482
02.03.2019,Google Analytics,New General Campaign - Latin - Desktop,23,880
02.03.2019,Google Analytics,New General Campaign - Latin - Mobile,12,460
02.03.2019,Google Analytics,New General Campaign - MAL - Desktop,5,98
02.03.2019,Google Analytics,New General Campaign - MAL - Mobile,16,318
02.03.2019,Google Analytics,New General Campaign - NEL - Desktop,2,70
02.03.2019,Google Analytics,New General Campaign - NEL - Mobile,6,86
02.03.2019,Google Analytics,New General Campaign - NOR - Mobile,7,174
02.03.2019,Google Analytics,New General Campaign - NZE - Mobile,1,19
02.03.2019,Google Analytics,New General Campaign - OMA - Desktop,3,20
02.03.2019,Google Analytics,New General Campaign - OMA - Mobile,3,45
02.03.2019,Google Analytics,New General Campaign - POL - Desktop,4,157
02.03.2019,Google Analytics,New General Campaign - POL - Mobile,4,65
02.03.2019,Google Analytics,New General Campaign - POR - Desktop,2,230
02.03.2019,Google Analytics,New General Campaign - POR - Mobile,5,555
02.03.2019,Google Analytics,New General Campaign - Rest - Desktop,78,1314
02.03.2019,Google Analytics,New General Campaign - Rest - Mobile,103,1382
02.03.2019,Google Analytics,New General Campaign - ROM - Desktop,11,335
02.03.2019,Google Analytics,New General Campaign - ROM - Mobile,23,370
02.03.2019,Google Analytics,New General Campaign - RUS - Desktop,2,626
02.03.2019,Google Analytics,New General Campaign - RUS - Mobile,9,169
02.03.2019,Google Analytics,New General Campaign - SAU - Desktop,20,358
02.03.2019,Google Analytics,New General Campaign - SAU - Mobile,40,494
02.03.2019,Google Analytics,New General Campaign - SKO - Desktop,1,28
02.03.2019,Google Analytics,New General Campaign - SLO - Desktop,2,66
02.03.2019,Google Analytics,New General Campaign - SLO - Mobile,2,61
02.03.2019,Google Analytics,New General Campaign - SWE - Desktop,7,105
02.03.2019,Google Analytics,New General Campaign - SWE - Mobile,4,85
02.03.2019,Google Analytics,New General Campaign - TAW - Desktop,2,149
02.03.2019,Google Analytics,New General Campaign - TAW - Mobile,10,234
02.03.2019,Google Analytics,New General Campaign - UAE - Desktop,18,205
02.03.2019,Google Analytics,New General Campaign - UAE - Mobile,13,300
02.03.2019,Google Analytics,New General Campaign - UK - Desktop,23,941
02.03.2019,Google Analytics,New General Campaign - UK - Mobile,24,403
02.03.2019,Google Analytics,New General Campaign - USA - Desktop,40,1471
02.03.2019,Google Analytics,New General Campaign - USA - Mobile,63,1667
02.03.2019,Google Analytics,YouTube TrueView - Prio 1 - Views,6,1445
02.03.2019,Google Analytics,YouTube TrueView - Prio 2 - Views,12,2193
02.03.2019,Mailchimp,Funnel 172 - Abdominal BachelorClass - #3,6,
02.03.2019,Mailchimp,Funnel 172 - Emergency BachelorClass - #3,1,
02.03.2019,Mailchimp,Funnel 172 - Pediatric BachelorClass  - #3,4,
02.03.2019,Mailchimp,Funnel 172 - POCUS FocusClass- #3,1,
02.03.2019,Mailchimp,Funnel 172 - Right Heart MasterClass - #3,3,
02.03.2019,Mailchimp,Funnel 172 - TEE MasterClass - #3,3,
02.03.2019,Mailchimp,Funnel 172 - Vascular Lower Extremity BachelorClass - #3,1,
03.03.2019,Facebook Ads,IUFC - Prio 4,819,19960
03.03.2019,Facebook Ads,Lead Generation,3721,273531
03.03.2019,Facebook Ads,Like Ads,249,2342
03.03.2019,Google Adwords,B2B - Leads,8,503
03.03.2019,Google Adwords,B2B - Selected Countries,61,8153
03.03.2019,Google Adwords,GDN Prospecting - App - Prio 1,22,8131
03.03.2019,Google Adwords,GDN Prospecting - App - Prio 2,1577,155854
03.03.2019,Google Adwords,GDN Prospecting - India,479,280575
03.03.2019,Google Adwords,GDN Prospecting - Interstitials - Prio 1,48,15619
03.03.2019,Google Adwords,GDN Prospecting - Interstitials - Prio 2,995,131398
03.03.2019,Google Adwords,GDN Prospecting - Mobile - Prio 1,108,30377
03.03.2019,Google Adwords,GDN Prospecting - Mobile - Prio 2,854,61585
03.03.2019,Google Adwords,GDN Prospecting - Prio 2,340,313608
03.03.2019,Google Adwords,GDN Prospecting - Prio 3,762,396664
03.03.2019,Google Adwords,GDN RMKT - App - Prio 1,41,6346
03.03.2019,Google Adwords,GDN RMKT - App - Prio 2,129,13522
03.03.2019,Google Adwords,GDN RMKT - India,10,2988
03.03.2019,Google Adwords,GDN RMKT - Interstitials - Prio 1,23,2645
03.03.2019,Google Adwords,GDN RMKT - Interstitials - Prio 2,155,12845
03.03.2019,Google Adwords,GDN RMKT - Mobile - Prio 1,65,6815
03.03.2019,Google Adwords,GDN RMKT - Mobile - Prio 2,172,18097
03.03.2019,Google Adwords,GDN RMKT - Prio 1,9,4403
03.03.2019,Google Adwords,GDN RMKT - Prio 2,20,8480
03.03.2019,Google Adwords,GDN RMKT - Prio 3,39,7428
03.03.2019,Google Adwords,GDN - Smart Display - Prio 1,157,20771
03.03.2019,Google Adwords,GDN - Smart Display - Prio 2,101,16522
03.03.2019,Google Adwords,New General Campaign - Africa - Desktop,11,274
03.03.2019,Google Adwords,New General Campaign - Africa - Mobile,45,730
03.03.2019,Google Adwords,New General Campaign - Arab - Desktop,5,50
03.03.2019,Google Adwords,New General Campaign - Arab - Mobile,10,114
03.03.2019,Google Adwords,New General Campaign - Asia - Desktop,8,237
03.03.2019,Google Adwords,New General Campaign - Asia - Mobile,6,94
03.03.2019,Google Adwords,New General Campaign - AUS - Desktop,13,436
03.03.2019,Google Adwords,New General Campaign - AUS - Mobile,11,301
03.03.2019,Google Adwords,New General Campaign - AUT - Desktop,5,290
03.03.2019,Google Adwords,New General Campaign - AUT - Mobile,10,275
03.03.2019,Google Adwords,New General Campaign - BEL - Desktop,2,60
03.03.2019,Google Adwords,New General Campaign - BUL - Desktop,6,131
03.03.2019,Google Adwords,New General Campaign - BUL - Mobile,1,122
03.03.2019,Google Adwords,New General Campaign - CAN - Desktop,15,721
03.03.2019,Google Adwords,New General Campaign - CAN - Mobile,19,704
03.03.2019,Google Adwords,New General Campaign - CH - Desktop,8,247
03.03.2019,Google Adwords,New General Campaign - CH - Mobile,1,62
03.03.2019,Google Adwords,New General Campaign - CRO - Desktop,8,150
03.03.2019,Google Adwords,New General Campaign - CRO - Mobile,4,129
03.03.2019,Google Adwords,New General Campaign - CZE - Desktop,8,299
03.03.2019,Google Adwords,New General Campaign - CZE - Mobile,5,147
03.03.2019,Google Adwords,New General Campaign - DEN - Desktop,3,63
03.03.2019,Google Adwords,New General Campaign - ESP - Desktop,5,614
03.03.2019,Google Adwords,New General Campaign - ESP - Mobile,11,289
03.03.2019,Google Adwords,New General Campaign - Europe - Desktop,42,1525
03.03.2019,Google Adwords,New General Campaign - Europe - Mobile,48,628
03.03.2019,Google Adwords,New General Campaign - FIN - Mobile,4,47
03.03.2019,Google Adwords,New General Campaign - FRA - Desktop,16,666
03.03.2019,Google Adwords,New General Campaign - FRA - Mobile,19,528
03.03.2019,Google Adwords,New General Campaign - GER - Desktop,86,2497
03.03.2019,Google Adwords,New General Campaign - GRE - Desktop,16,379
03.03.2019,Google Adwords,New General Campaign - GRE - Mobile,4,171
03.03.2019,Google Adwords,New General Campaign - HKG - Desktop,5,158
03.03.2019,Google Adwords,New General Campaign - HKG - Mobile,3,47
03.03.2019,Google Adwords,New General Campaign - HUN - Desktop,4,360
03.03.2019,Google Adwords,New General Campaign - HUN - Mobile,5,26
03.03.2019,Google Adwords,New General Campaign - IND - Desktop,40,1020
03.03.2019,Google Adwords,New General Campaign - IND - Mobile,271,2554
03.03.2019,Google Adwords,New General Campaign - IRE - Desktop,3,56
03.03.2019,Google Adwords,New General Campaign - IRE - Mobile,6,78
03.03.2019,Google Adwords,New General Campaign - ISR - Desktop,4,89
03.03.2019,Google Adwords,New General Campaign - ISR - Mobile,5,138
03.03.2019,Google Adwords,New General Campaign - ITA - Desktop,36,1228
03.03.2019,Google Adwords,New General Campaign - ITA - Mobile,40,635
03.03.2019,Google Adwords,New General Campaign - JPN - Desktop,2,79
03.03.2019,Google Adwords,New General Campaign - JPN - Mobile,2,5
03.03.2019,Google Adwords,New General Campaign - Latin - Desktop,24,804
03.03.2019,Google Adwords,New General Campaign - Latin - Mobile,15,469
03.03.2019,Google Adwords,New General Campaign - MAL - Desktop,3,164
03.03.2019,Google Adwords,New General Campaign - MAL - Mobile,8,316
03.03.2019,Google Adwords,New General Campaign - NEL - Desktop,8,131
03.03.2019,Google Adwords,New General Campaign - NEL - Mobile,5,161
03.03.2019,Google Adwords,New General Campaign - NOR - Desktop,4,142
03.03.2019,Google Adwords,New General Campaign - NOR - Mobile,2,151
03.03.2019,Google Adwords,New General Campaign - NZE - Desktop,1,32
03.03.2019,Google Adwords,New General Campaign - NZE - Mobile,1,33
03.03.2019,Google Adwords,New General Campaign - OMA - Desktop,2,49
03.03.2019,Google Adwords,New General Campaign - OMA - Mobile,11,92
03.03.2019,Google Adwords,New General Campaign - POL - Desktop,5,101
03.03.2019,Google Adwords,New General Campaign - POL - Mobile,6,174
03.03.2019,Google Adwords,New General Campaign - POR - Desktop,4,183
03.03.2019,Google Adwords,New General Campaign - POR - Mobile,2,562
03.03.2019,Google Adwords,New General Campaign - Rest - Desktop,88,1289
03.03.2019,Google Adwords,New General Campaign - Rest - Mobile,108,1295
03.03.2019,Google Adwords,New General Campaign - ROM - Desktop,11,482
03.03.2019,Google Adwords,New General Campaign - ROM - Mobile,14,455
03.03.2019,Google Adwords,New General Campaign - RUS - Desktop,6,679
03.03.2019,Google Adwords,New General Campaign - RUS - Mobile,11,278
03.03.2019,Google Adwords,New General Campaign - SAU - Desktop,15,320
03.03.2019,Google Adwords,New General Campaign - SAU - Mobile,40,551
03.03.2019,Google Adwords,New General Campaign - SLO - Desktop,1,66
03.03.2019,Google Adwords,New General Campaign - SLO - Mobile,6,86
03.03.2019,Google Adwords,New General Campaign - SWE - Desktop,6,158
03.03.2019,Google Adwords,New General Campaign - SWE - Mobile,5,79
03.03.2019,Google Adwords,New General Campaign - TAW - Desktop,5,167
03.03.2019,Google Adwords,New General Campaign - TAW - Mobile,18,297
03.03.2019,Google Adwords,New General Campaign - UAE - Desktop,23,438
03.03.2019,Google Adwords,New General Campaign - UAE - Mobile,18,390
03.03.2019,Google Adwords,New General Campaign - UK - Desktop,26,1137
03.03.2019,Google Adwords,New General Campaign - UK - Mobile,31,452
03.03.2019,Google Adwords,New General Campaign - USA - Desktop,30,1672
03.03.2019,Google Adwords,New General Campaign - USA - Mobile,53,1635
03.03.2019,Google Adwords,YouTube TrueView - Prio 1 - Views,10,1163
03.03.2019,Google Adwords,YouTube TrueView - Prio 2 - Views,15,2310
03.03.2019,Google Analytics,B2B - Leads,8,503
03.03.2019,Google Analytics,B2B - Selected Countries,62,8153
03.03.2019,Google Analytics,GDN Prospecting - App - Prio 1,22,8132
03.03.2019,Google Analytics,GDN Prospecting - App - Prio 2,1612,155858
03.03.2019,Google Analytics,GDN Prospecting - Desktop - India,478,280647
03.03.2019,Google Analytics,GDN Prospecting - Desktop - Prio 2,338,313692
03.03.2019,Google Analytics,GDN Prospecting - Desktop - Prio 3,766,396734
03.03.2019,Google Analytics,GDN Prospecting - Interstitials - Prio 1,48,15619
03.03.2019,Google Analytics,GDN Prospecting - Interstitials - Prio 2,995,131399
03.03.2019,Google Analytics,GDN Prospecting - Mobile - Prio 1,109,30378
03.03.2019,Google Analytics,GDN Prospecting - Mobile - Prio 2,858,61586
03.03.2019,Google Analytics,GDN RMKT - App - Prio 1,41,6346
03.03.2019,Google Analytics,GDN RMKT - App - Prio 2,129,13523
03.03.2019,Google Analytics,GDN RMKT - Desktop - India,10,2988
03.03.2019,Google Analytics,GDN RMKT - Desktop - Prio 1,9,4403
03.03.2019,Google Analytics,GDN RMKT - Desktop - Prio 2,20,8482
03.03.2019,Google Analytics,GDN RMKT - Desktop - Prio 3,39,7428
03.03.2019,Google Analytics,GDN RMKT - Interstitials - Prio 1,23,2645
03.03.2019,Google Analytics,GDN RMKT - Interstitials - Prio 2,155,12848
03.03.2019,Google Analytics,GDN RMKT - Mobile - Prio 1,65,6816
03.03.2019,Google Analytics,GDN RMKT - Mobile - Prio 2,176,18098
03.03.2019,Google Analytics,GDN - Smart Display - Prio 1,158,20774
03.03.2019,Google Analytics,GDN - Smart Display - Prio 2,104,16522
03.03.2019,Google Analytics,New General Campaign - Africa - Desktop,11,274
03.03.2019,Google Analytics,New General Campaign - Africa - Mobile,45,730
03.03.2019,Google Analytics,New General Campaign - Arab - Desktop,5,50
03.03.2019,Google Analytics,New General Campaign - Arab - Mobile,10,114
03.03.2019,Google Analytics,New General Campaign - Asia - Desktop,8,237
03.03.2019,Google Analytics,New General Campaign - Asia - Mobile,6,94
03.03.2019,Google Analytics,New General Campaign - AUS - Desktop,13,436
03.03.2019,Google Analytics,New General Campaign - AUS - Mobile,11,301
03.03.2019,Google Analytics,New General Campaign - AUT - Desktop,5,290
03.03.2019,Google Analytics,New General Campaign - AUT - Mobile,10,275
03.03.2019,Google Analytics,New General Campaign - BEL - Desktop,2,60
03.03.2019,Google Analytics,New General Campaign - BUL - Desktop,6,131
03.03.2019,Google Analytics,New General Campaign - BUL - Mobile,1,122
03.03.2019,Google Analytics,New General Campaign - CAN - Desktop,15,721
03.03.2019,Google Analytics,New General Campaign - CAN - Mobile,19,704
03.03.2019,Google Analytics,New General Campaign - CH - Desktop,8,247
03.03.2019,Google Analytics,New General Campaign - CH - Mobile,1,62
03.03.2019,Google Analytics,New General Campaign - CRO - Desktop,8,150
03.03.2019,Google Analytics,New General Campaign - CRO - Mobile,4,129
03.03.2019,Google Analytics,New General Campaign - CZE - Desktop,8,299
03.03.2019,Google Analytics,New General Campaign - CZE - Mobile,5,147
03.03.2019,Google Analytics,New General Campaign - DEN - Desktop,3,63
03.03.2019,Google Analytics,New General Campaign - ESP - Desktop,5,614
03.03.2019,Google Analytics,New General Campaign - ESP - Mobile,11,289
03.03.2019,Google Analytics,New General Campaign - Europe - Desktop,42,1525
03.03.2019,Google Analytics,New General Campaign - Europe - Mobile,48,628
03.03.2019,Google Analytics,New General Campaign - FIN - Mobile,4,47
03.03.2019,Google Analytics,New General Campaign - FRA - Desktop,16,666
03.03.2019,Google Analytics,New General Campaign - FRA - Mobile,19,528
03.03.2019,Google Analytics,New General Campaign - GER - Desktop,86,2497
03.03.2019,Google Analytics,New General Campaign - GRE - Desktop,16,379
03.03.2019,Google Analytics,New General Campaign - GRE - Mobile,4,171
03.03.2019,Google Analytics,New General Campaign - HKG - Desktop,5,158
03.03.2019,Google Analytics,New General Campaign - HKG - Mobile,3,47
03.03.2019,Google Analytics,New General Campaign - HUN - Desktop,4,360
03.03.2019,Google Analytics,New General Campaign - HUN - Mobile,5,26
03.03.2019,Google Analytics,New General Campaign - IND - Desktop,40,1020
03.03.2019,Google Analytics,New General Campaign - IND - Mobile,271,2554
03.03.2019,Google Analytics,New General Campaign - IRE - Desktop,3,56
03.03.2019,Google Analytics,New General Campaign - IRE - Mobile,6,78
03.03.2019,Google Analytics,New General Campaign - ISR - Desktop,4,89
03.03.2019,Google Analytics,New General Campaign - ISR - Mobile,5,138
03.03.2019,Google Analytics,New General Campaign - ITA - Desktop,36,1228
03.03.2019,Google Analytics,New General Campaign - ITA - Mobile,40,635
03.03.2019,Google Analytics,New General Campaign - JPN - Desktop,2,79
03.03.2019,Google Analytics,New General Campaign - JPN - Mobile,2,5
03.03.2019,Google Analytics,New General Campaign - Latin - Desktop,24,804
03.03.2019,Google Analytics,New General Campaign - Latin - Mobile,15,469
03.03.2019,Google Analytics,New General Campaign - MAL - Desktop,3,164
03.03.2019,Google Analytics,New General Campaign - MAL - Mobile,8,316
03.03.2019,Google Analytics,New General Campaign - NEL - Desktop,8,131
03.03.2019,Google Analytics,New General Campaign - NEL - Mobile,5,161
03.03.2019,Google Analytics,New General Campaign - NOR - Desktop,4,142
03.03.2019,Google Analytics,New General Campaign - NOR - Mobile,2,151
03.03.2019,Google Analytics,New General Campaign - NZE - Desktop,1,32
03.03.2019,Google Analytics,New General Campaign - NZE - Mobile,1,33
03.03.2019,Google Analytics,New General Campaign - OMA - Desktop,2,49
03.03.2019,Google Analytics,New General Campaign - OMA - Mobile,11,92
03.03.2019,Google Analytics,New General Campaign - POL - Desktop,5,101
03.03.2019,Google Analytics,New General Campaign - POL - Mobile,6,174
03.03.2019,Google Analytics,New General Campaign - POR - Desktop,4,183
03.03.2019,Google Analytics,New General Campaign - POR - Mobile,2,562
03.03.2019,Google Analytics,New General Campaign - Rest - Desktop,88,1289
03.03.2019,Google Analytics,New General Campaign - Rest - Mobile,108,1295
03.03.2019,Google Analytics,New General Campaign - ROM - Desktop,11,482
03.03.2019,Google Analytics,New General Campaign - ROM - Mobile,14,455
03.03.2019,Google Analytics,New General Campaign - RUS - Desktop,6,679
03.03.2019,Google Analytics,New General Campaign - RUS - Mobile,11,278
03.03.2019,Google Analytics,New General Campaign - SAU - Desktop,15,320
03.03.2019,Google Analytics,New General Campaign - SAU - Mobile,40,551
03.03.2019,Google Analytics,New General Campaign - SLO - Desktop,1,66
03.03.2019,Google Analytics,New General Campaign - SLO - Mobile,6,86
03.03.2019,Google Analytics,New General Campaign - SWE - Desktop,6,158
03.03.2019,Google Analytics,New General Campaign - SWE - Mobile,5,79
03.03.2019,Google Analytics,New General Campaign - TAW - Desktop,5,167
03.03.2019,Google Analytics,New General Campaign - TAW - Mobile,18,297
03.03.2019,Google Analytics,New General Campaign - UAE - Desktop,23,438
03.03.2019,Google Analytics,New General Campaign - UAE - Mobile,18,390
03.03.2019,Google Analytics,New General Campaign - UK - Desktop,26,1137
03.03.2019,Google Analytics,New General Campaign - UK - Mobile,31,452
03.03.2019,Google Analytics,New General Campaign - USA - Desktop,30,1672
03.03.2019,Google Analytics,New General Campaign - USA - Mobile,53,1635
03.03.2019,Google Analytics,YouTube TrueView - Prio 1 - Views,10,1165
03.03.2019,Google Analytics,YouTube TrueView - Prio 2 - Views,15,2311
03.03.2019,Mailchimp,Funnel 172 - Abdominal BachelorClass - #4,30,
03.03.2019,Mailchimp,Funnel 172 - Echo BachelorClass- #3,32,
03.03.2019,Mailchimp,Funnel 172 - Echo Masterclass - #4,2,
03.03.2019,Mailchimp,Funnel 172 - Multi Funnel - #3,46,
03.03.2019,Mailchimp,Funnel 172 - Musculoskeletal BachelorClass- #4,10,
03.03.2019,Mailchimp,Funnel 172 - Pediatric BachelorClass  - #4,6,
03.03.2019,Mailchimp,Funnel 172 - POCUS FocusClass- #4,2,
03.03.2019,Mailchimp,Funnel 172 - Right Heart MasterClass - #4,5,
03.03.2019,Mailchimp,Funnel 172 - Speckle Tracking Masterclass - #4,1,
03.03.2019,Mailchimp,Funnel 172 - TEE MasterClass - #4,2,
03.03.2019,Mailchimp,Funnel 172 - Vascular Lower Extremity BachelorClass - #4,2,
04.03.2019,Facebook Ads,IUFC - Prio 4,724,19650
04.03.2019,Facebook Ads,Lead Generation,3702,268599
04.03.2019,Facebook Ads,Like Ads,276,2839
04.03.2019,Google Adwords,B2B - Leads,9,509
04.03.2019,Google Adwords,B2B - Selected Countries,86,8129
04.03.2019,Google Adwords,GDN Prospecting - App - Prio 1,13,5589
04.03.2019,Google Adwords,GDN Prospecting - App - Prio 2,1260,154145
04.03.2019,Google Adwords,GDN Prospecting - India,455,318640
04.03.2019,Google Adwords,GDN Prospecting - Interstitials - Prio 1,54,13096
04.03.2019,Google Adwords,GDN Prospecting - Interstitials - Prio 2,809,115443
04.03.2019,Google Adwords,GDN Prospecting - Mobile - Prio 1,83,22395
04.03.2019,Google Adwords,GDN Prospecting - Mobile - Prio 2,533,27173
